# Testing Hostname: Q2G-I6-J05.mira.i2b
# Processors: 64 MsgLen 64 Repeats: 100
# ProcName1:rank   ProcName2:rank   AvgCommTime(usecs) StdDev
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000       0.00    0.00
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 1 of 64 (0,0,0,0,1,0)  R26-M1-N00-J07 001      17.31    0.40
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 2 of 64 (0,0,0,1,0,0)  R26-M1-N00-J12 002      15.70    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 3 of 64 (0,0,0,1,1,0)  R26-M1-N00-J11 003      15.85    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 4 of 64 (0,0,0,2,0,0)  R26-M1-N02-J12 004      15.67    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 5 of 64 (0,0,0,2,1,0)  R26-M1-N02-J11 005      15.83    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 6 of 64 (0,0,0,3,0,0)  R26-M1-N02-J00 006      15.77    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 7 of 64 (0,0,0,3,1,0)  R26-M1-N02-J07 007      15.87    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 8 of 64 (0,0,1,0,0,0)  R26-M1-N00-J01 008      15.66    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 9 of 64 (0,0,1,0,1,0)  R26-M1-N00-J06 009      15.81    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 10 of 64 (0,0,1,1,0,0)  R26-M1-N00-J13 010      15.79    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 11 of 64 (0,0,1,1,1,0)  R26-M1-N00-J10 011      15.82    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 12 of 64 (0,0,1,2,0,0)  R26-M1-N02-J13 012      15.82    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 13 of 64 (0,0,1,2,1,0)  R26-M1-N02-J10 013      15.92    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 14 of 64 (0,0,1,3,0,0)  R26-M1-N02-J01 014      15.93    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 15 of 64 (0,0,1,3,1,0)  R26-M1-N02-J06 015      15.86    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 16 of 64 (0,0,2,0,0,0)  R26-M1-N01-J01 016      15.75    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 17 of 64 (0,0,2,0,1,0)  R26-M1-N01-J06 017      15.85    0.18
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 18 of 64 (0,0,2,1,0,0)  R26-M1-N01-J13 018      15.81    0.17
Task 0 of 64 (0,0,0,0,0,0)  R26-M1-N00-J00 000  Task 19 of 64 (0,0,2,1,1,0)  R26-M1-N01-J10 019      15.84    0.18
