# Testing Hostname: nid23543
# Processors: 128 MsgLen 64 Repeats: 100
# ProcName1:rank   ProcName2:rank   AvgCommTime(usecs) StdDev
nid23543 000  nid23543 000       0.00    0.00
nid23543 000  nid23543 001       2.04    0.17
nid23543 000  nid23543 002       2.67    0.14
nid23543 000  nid23543 003       2.59    0.11
nid23543 000  nid23543 004       2.75    0.10
nid23543 000  nid23543 005       2.72    0.09
nid23543 000  nid23543 006       9.26    6.24
nid23543 000  nid23543 007       3.03    0.12
nid23543 000  nid23543 008       3.07    0.10
nid23543 000  nid23543 009       2.85    0.07
nid23543 000  nid23543 010       3.32    0.19
nid23543 000  nid23543 011       3.59    0.09
nid23543 000  nid23543 012       3.35    0.17
nid23543 000  nid23543 013       3.30    0.07
nid23543 000  nid23543 014       3.72    0.13
nid23543 000  nid23543 015       4.00    0.21
nid23543 000  nid23543 016       2.86    0.08
nid23543 000  nid23543 017       3.23    0.19
nid23543 000  nid23543 018       3.29    0.09
nid23543 000  nid23543 019       3.35    0.07
nid23543 000  nid23543 020       3.19    0.07
nid23543 000  nid23543 021       3.47    0.08
nid23543 000  nid23543 022       3.61    0.10
nid23543 000  nid23543 023       3.74    0.07
nid23543 000  nid23543 024       3.38    0.13
nid23543 000  nid23543 025       3.42    0.09
nid23543 000  nid23543 026       3.65    0.13
nid23543 000  nid23543 027       3.81    0.19
nid23543 000  nid23543 028       3.68    0.11
nid23543 000  nid23543 029       3.82    0.08
nid23543 000  nid23543 030       4.47    0.26
nid23543 000  nid23543 031       4.69    0.30
nid23543 000  nid23496 032       7.01    0.25
nid23543 000  nid23496 033       7.05    0.19
nid23543 000  nid23496 034       7.24    0.25
nid23543 000  nid23496 035       6.61    0.16
nid23543 000  nid23496 036       7.12    0.16
nid23543 000  nid23496 037       6.78    0.28
nid23543 000  nid23496 038       6.89    0.14
nid23543 000  nid23496 039       6.74    0.23
nid23543 000  nid23496 040       7.70    0.24
nid23543 000  nid23496 041       6.65    0.13
nid23543 000  nid23496 042       7.13    0.17
nid23543 000  nid23496 043       6.75    0.18
nid23543 000  nid23496 044       7.68    0.26
nid23543 000  nid23496 045       7.14    0.30
nid23543 000  nid23496 046       7.20    0.16
nid23543 000  nid23496 047       7.19    0.24
nid23543 000  nid23496 048       7.45    0.18
nid23543 000  nid23496 049       6.75    0.18
nid23543 000  nid23496 050       7.52    0.30
nid23543 000  nid23496 051       7.07    0.26
nid23543 000  nid23496 052       7.37    0.17
nid23543 000  nid23496 053       7.16    0.14
nid23543 000  nid23496 054       7.35    0.17
nid23543 000  nid23496 055       7.27    0.18
nid23543 000  nid23496 056       8.01    0.28
nid23543 000  nid23496 057       6.84    0.12
nid23543 000  nid23496 058       7.34    0.18
nid23543 000  nid23496 059       7.40    0.18
nid23543 000  nid23496 060       7.60    0.16
nid23543 000  nid23496 061       7.13    0.11
nid23543 000  nid23496 062       7.82    0.21
nid23543 000  nid23496 063       8.26    0.40
nid23543 000  nid23497 064       5.25    0.08
nid23543 000  nid23497 065       5.41    0.09
nid23543 000  nid23497 066       6.06    0.20
nid23543 000  nid23497 067       5.51    0.09
nid23543 000  nid23497 068       5.88    0.15
nid23543 000  nid23497 069       5.56    0.17
nid23543 000  nid23497 070       5.66    0.11
nid23543 000  nid23497 071       5.55    0.11
nid23543 000  nid23497 072       6.26    0.19
nid23543 000  nid23497 073       5.53    0.08
nid23543 000  nid23497 074       6.40    0.24
nid23543 000  nid23497 075       5.96    0.17
nid23543 000  nid23497 076       5.98    0.18
nid23543 000  nid23497 077       5.68    0.10
nid23543 000  nid23497 078       6.18    0.21
nid23543 000  nid23497 079       5.82    0.09
nid23543 000  nid23497 080       5.97    0.17
nid23543 000  nid23497 081       5.45    0.11
nid23543 000  nid23497 082       6.18    0.25
nid23543 000  nid23497 083       6.00    0.21
nid23543 000  nid23497 084       5.91    0.13
nid23543 000  nid23497 085       5.79    0.13
nid23543 000  nid23497 086       6.01    0.16
nid23543 000  nid23497 087       6.01    0.16
nid23543 000  nid23497 088       6.31    0.29
nid23543 000  nid23497 089       5.72    0.10
nid23543 000  nid23497 090       6.01    0.13
nid23543 000  nid23497 091       6.11    0.17
nid23543 000  nid23497 092       6.02    0.18
nid23543 000  nid23497 093       5.95    0.15
nid23543 000  nid23497 094       6.54    0.28
nid23543 000  nid23497 095       6.32    0.15
nid23543 000  nid23470 096       9.16    0.25
nid23543 000  nid23470 097       9.20    0.21
nid23543 000  nid23470 098       9.53    0.22
nid23543 000  nid23470 099       9.15    0.16
nid23543 000  nid23470 100       9.73    0.25
nid23543 000  nid23470 101       9.20    0.28
nid23543 000  nid23470 102       9.54    0.24
nid23543 000  nid23470 103       9.28    0.28
nid23543 000  nid23470 104       9.39    0.17
nid23543 000  nid23470 105       9.27    0.17
nid23543 000  nid23470 106       9.67    0.26
nid23543 000  nid23470 107       9.25    0.13
nid23543 000  nid23470 108       9.68    0.18
nid23543 000  nid23470 109       9.30    0.15
nid23543 000  nid23470 110       9.61    0.16
nid23543 000  nid23470 111      10.08    0.32
nid23543 000  nid23470 112       9.79    0.23
nid23543 000  nid23470 113       9.14    0.18
nid23543 000  nid23470 114       9.41    0.17
nid23543 000  nid23470 115       9.53    0.18
nid23543 000  nid23470 116       9.72    0.18
nid23543 000  nid23470 117       9.56    0.21
nid23543 000  nid23470 118       9.71    0.16
nid23543 000  nid23470 119       9.85    0.23
nid23543 000  nid23470 120      10.03    0.26
nid23543 000  nid23470 121       9.19    0.19
nid23543 000  nid23470 122       9.78    0.29
nid23543 000  nid23470 123      10.23    0.54
nid23543 000  nid23470 124      10.13    0.27
nid23543 000  nid23470 125      10.10    0.36
nid23543 000  nid23470 126      10.12    0.23
