# Testing Hostname: ds135
# Processors: 32 MsgLen 64 Repeats: 100
# ProcName1:rank   ProcName2:rank   AvgCommTime(usecs) StdDev
ds135 000  ds135 000       0.00   -0.00
ds135 000  ds135 001       7.86    0.11
ds135 000  ds135 002       7.78    0.31
ds135 000  ds135 003       7.64    0.10
ds135 000  ds135 004       7.07    0.08
ds135 000  ds135 005       7.16    0.10
ds135 000  ds135 006       7.35    0.13
ds135 000  ds135 007       7.44    0.20
ds135 000  ds136 008      19.80    0.52
ds135 000  ds136 009      19.84    0.24
ds135 000  ds136 010      19.20    0.18
ds135 000  ds136 011      19.57    0.24
ds135 000  ds136 012      18.99    0.14
ds135 000  ds136 013      19.86    0.30
ds135 000  ds136 014      19.10    0.17
ds135 000  ds136 015      19.46    0.29
ds135 000  ds137 016      19.95    0.48
ds135 000  ds137 017      19.89    0.29
ds135 000  ds137 018      19.77    0.21
ds135 000  ds137 019      20.43    0.18
ds135 000  ds137 020      19.76    0.15
ds135 000  ds137 021      20.10    0.27
ds135 000  ds137 022      19.43    0.14
ds135 000  ds137 023      20.42    0.21
ds135 000  ds138 024      19.85    0.52
ds135 000  ds138 025      19.68    0.16
ds135 000  ds138 026      19.04    0.17
ds135 000  ds138 027      19.66    0.18
ds135 000  ds138 028      19.57    0.16
ds135 000  ds138 029      21.04    1.44
ds135 000  ds138 030      19.67    0.23
ds135 000  ds138 031      19.76    0.17
ds135 001  ds135 001       0.00   -0.00
ds135 001  ds135 002       7.42    0.10
ds135 001  ds135 003       7.22    0.09
ds135 001  ds135 004       7.26    0.17
ds135 001  ds135 005       7.29    0.09
ds135 001  ds135 006       7.20    0.14
ds135 001  ds135 007       7.24    0.09
ds135 001  ds136 008      19.45    0.22
ds135 001  ds136 009      19.60    0.34
ds135 001  ds136 010      20.01    0.28
ds135 001  ds136 011      19.46    0.21
ds135 001  ds136 012      20.29    0.29
ds135 001  ds136 013      19.78    0.33
ds135 001  ds136 014      19.98    0.42
ds135 001  ds136 015      19.25    0.20
ds135 001  ds137 016      19.91    0.35
ds135 001  ds137 017      19.22    0.15
ds135 001  ds137 018      19.79    0.19
ds135 001  ds137 019      19.69    0.18
ds135 001  ds137 020      19.88    0.23
ds135 001  ds137 021      19.76    0.17
ds135 001  ds137 022      20.14    0.22
ds135 001  ds137 023      19.96    0.46
ds135 001  ds138 024      19.23    0.20
ds135 001  ds138 025      19.93    0.37
ds135 001  ds138 026      19.89    0.25
ds135 001  ds138 027      19.88    0.20
ds135 001  ds138 028      19.93    0.31
ds135 001  ds138 029      19.58    0.17
ds135 001  ds138 030      20.22    0.44
ds135 001  ds138 031      19.43    0.13
ds135 002  ds135 002       0.00   -0.00
ds135 002  ds135 003       7.38    0.12
ds135 002  ds135 004       7.15    0.08
ds135 002  ds135 005       7.55    0.18
ds135 002  ds135 006       6.90    0.09
ds135 002  ds135 007       7.42    0.10
ds135 002  ds136 008      19.38    0.22
ds135 002  ds136 009      19.59    0.25
ds135 002  ds136 010      18.84    0.12
ds135 002  ds136 011      19.97    0.28
ds135 002  ds136 012      19.78    0.53
ds135 002  ds136 013      19.44    0.23
ds135 002  ds136 014      19.13    0.20
ds135 002  ds136 015      19.63    0.34
ds135 002  ds137 016      19.54    0.16
ds135 002  ds137 017      20.03    0.22
ds135 002  ds137 018      19.28    0.14
ds135 002  ds137 019      19.88    0.19
ds135 002  ds137 020      19.50    0.17
ds135 002  ds137 021      20.00    0.24
ds135 002  ds137 022      19.97    0.24
ds135 002  ds137 023      20.17    0.23
ds135 002  ds138 024      19.86    0.23
ds135 002  ds138 025      19.61    0.22
ds135 002  ds138 026      19.48    0.34
ds135 002  ds138 027      19.69    0.24
ds135 002  ds138 028      19.71    0.33
ds135 002  ds138 029      19.91    0.22
ds135 002  ds138 030      19.43    0.14
ds135 002  ds138 031      20.22    0.30
ds135 003  ds135 003       0.00   -0.00
ds135 003  ds135 004       7.03    0.08
ds135 003  ds135 005       7.12    0.09
ds135 003  ds135 006       7.29    0.10
ds135 003  ds135 007       7.13    0.12
ds135 003  ds136 008      20.45    0.61
ds135 003  ds136 009      19.53    0.18
ds135 003  ds136 010      19.42    0.22
ds135 003  ds136 011      19.27    0.33
ds135 003  ds136 012      20.01    0.24
ds135 003  ds136 013      20.63    0.75
ds135 003  ds136 014      19.81    0.45
ds135 003  ds136 015      19.52    0.18
ds135 003  ds137 016      20.35    0.18
ds135 003  ds137 017      20.39    0.67
ds135 003  ds137 018      19.85    0.20
ds135 003  ds137 019      19.04    0.11
ds135 003  ds137 020      19.93    0.37
ds135 003  ds137 021      19.86    0.25
ds135 003  ds137 022      20.42    0.22
ds135 003  ds137 023      20.97    0.97
ds135 003  ds138 024      20.03    0.22
ds135 003  ds138 025      19.56    0.15
ds135 003  ds138 026      19.56    0.24
ds135 003  ds138 027      19.83    0.29
ds135 003  ds138 028      20.29    0.20
ds135 003  ds138 029      20.05    0.21
ds135 003  ds138 030      20.07    0.20
ds135 003  ds138 031      20.06    0.23
ds135 004  ds135 004       0.00   -0.00
ds135 004  ds135 005       7.28    0.09
ds135 004  ds135 006       7.34    0.13
ds135 004  ds135 007       7.26    0.08
ds135 004  ds136 008      19.04    0.13
ds135 004  ds136 009      19.57    0.19
ds135 004  ds136 010      19.18    0.21
ds135 004  ds136 011      19.26    0.18
ds135 004  ds136 012      19.18    0.13
ds135 004  ds136 013      19.54    0.23
ds135 004  ds136 014      19.61    0.40
ds135 004  ds136 015      20.00    0.26
ds135 004  ds137 016      19.22    0.15
ds135 004  ds137 017      20.91    0.30
ds135 004  ds137 018      19.49    0.18
ds135 004  ds137 019      19.91    0.21
ds135 004  ds137 020      19.07    0.30
ds135 004  ds137 021      19.79    0.21
ds135 004  ds137 022      19.66    0.21
ds135 004  ds137 023      21.26    1.02
ds135 004  ds138 024      19.76    0.16
ds135 004  ds138 025      19.82    0.22
ds135 004  ds138 026      19.68    0.21
ds135 004  ds138 027      20.06    0.22
ds135 004  ds138 028      19.43    0.14
ds135 004  ds138 029      20.48    0.49
ds135 004  ds138 030      19.45    0.15
ds135 004  ds138 031      19.78    0.18
ds135 005  ds135 005       0.00   -0.00
ds135 005  ds135 006       7.62    0.10
ds135 005  ds135 007       7.17    0.08
ds135 005  ds136 008      19.52    0.24
ds135 005  ds136 009      20.35    1.22
ds135 005  ds136 010      19.22    0.19
ds135 005  ds136 011      19.47    0.18
ds135 005  ds136 012      19.22    0.26
ds135 005  ds136 013      19.20    0.17
ds135 005  ds136 014      19.83    0.24
ds135 005  ds136 015      19.56    0.23
ds135 005  ds137 016      19.98    0.19
ds135 005  ds137 017      19.62    0.17
ds135 005  ds137 018      20.41    0.27
ds135 005  ds137 019      19.74    0.21
ds135 005  ds137 020      20.36    0.21
ds135 005  ds137 021      19.48    0.28
ds135 005  ds137 022      19.97    0.20
ds135 005  ds137 023      19.46    0.17
ds135 005  ds138 024      19.89    0.22
ds135 005  ds138 025      19.94    0.30
ds135 005  ds138 026      19.79    0.41
ds135 005  ds138 027      19.70    0.22
ds135 005  ds138 028      19.66    0.22
ds135 005  ds138 029      19.45    0.16
ds135 005  ds138 030      19.99    0.33
ds135 005  ds138 031      19.80    0.20
ds135 006  ds135 006       0.00   -0.00
ds135 006  ds135 007       7.18    0.16
ds135 006  ds136 008      19.05    0.12
ds135 006  ds136 009      19.83    0.18
ds135 006  ds136 010      19.14    0.13
ds135 006  ds136 011      19.68    0.21
ds135 006  ds136 012      19.46    0.18
ds135 006  ds136 013      19.55    0.22
ds135 006  ds136 014      19.22    0.17
ds135 006  ds136 015      19.72    0.30
ds135 006  ds137 016      19.43    0.18
ds135 006  ds137 017      20.11    0.18
ds135 006  ds137 018      19.75    0.19
ds135 006  ds137 019      20.39    0.23
ds135 006  ds137 020      19.45    0.16
ds135 006  ds137 021      20.19    0.21
ds135 006  ds137 022      19.60    0.20
ds135 006  ds137 023      19.76    0.21
ds135 006  ds138 024      24.92    5.40
ds135 006  ds138 025      19.87    0.26
ds135 006  ds138 026      20.54    0.51
ds135 006  ds138 027      20.10    0.19
ds135 006  ds138 028      20.29    0.25
ds135 006  ds138 029      20.01    0.28
ds135 006  ds138 030      19.40    0.15
ds135 006  ds138 031      19.87    0.23
ds135 007  ds135 007       0.00   -0.00
ds135 007  ds136 008      19.20    0.24
ds135 007  ds136 009      19.20    0.15
ds135 007  ds136 010      20.07    0.64
ds135 007  ds136 011      19.88    0.61
ds135 007  ds136 012      19.66    0.23
ds135 007  ds136 013      19.51    0.21
ds135 007  ds136 014      19.20    0.17
ds135 007  ds136 015      19.64    0.18
ds135 007  ds137 016      19.66    0.19
ds135 007  ds137 017      20.15    0.23
ds135 007  ds137 018      20.28    0.21
ds135 007  ds137 019      19.73    0.18
ds135 007  ds137 020      20.06    0.21
ds135 007  ds137 021      19.68    0.34
ds135 007  ds137 022      20.25    0.22
ds135 007  ds137 023      19.28    0.18
ds135 007  ds138 024      20.03    0.26
ds135 007  ds138 025      19.72    0.23
ds135 007  ds138 026      19.87    0.20
ds135 007  ds138 027      19.70    0.17
ds135 007  ds138 028      19.60    0.21
ds135 007  ds138 029      19.91    0.21
ds135 007  ds138 030      19.79    0.20
ds135 007  ds138 031      19.86    0.17
ds136 008  ds136 008       0.00   -0.00
ds136 008  ds136 009       7.76    0.07
ds136 008  ds136 010       6.78    0.08
ds136 008  ds136 011       7.60    0.09
ds136 008  ds136 012       7.32    0.08
ds136 008  ds136 013       7.56    0.08
ds136 008  ds136 014       7.31    0.08
ds136 008  ds136 015       7.50    0.09
ds136 008  ds137 016      18.18    0.14
ds136 008  ds137 017      19.32    0.24
ds136 008  ds137 018      18.34    0.18
ds136 008  ds137 019      19.54    0.31
ds136 008  ds137 020      21.59    2.94
ds136 008  ds137 021      20.81    1.19
ds136 008  ds137 022      18.34    0.23
ds136 008  ds137 023      19.24    0.70
ds136 008  ds138 024      18.71    0.27
ds136 008  ds138 025      19.55    0.21
ds136 008  ds138 026      19.29    0.37
ds136 008  ds138 027      19.74    0.24
ds136 008  ds138 028      19.22    0.29
ds136 008  ds138 029      19.88    0.36
ds136 008  ds138 030      19.09    0.22
ds136 008  ds138 031      19.61    0.35
ds136 009  ds136 009       0.00   -0.00
ds136 009  ds136 010       7.67    0.11
ds136 009  ds136 011       7.55    0.09
ds136 009  ds136 012       7.53    0.09
ds136 009  ds136 013       7.10    0.14
ds136 009  ds136 014       7.46    0.10
ds136 009  ds136 015       7.04    0.10
ds136 009  ds137 016      19.33    0.48
ds136 009  ds137 017      18.69    0.19
ds136 009  ds137 018      19.11    0.18
ds136 009  ds137 019      19.11    0.37
ds136 009  ds137 020      19.38    0.28
ds136 009  ds137 021      18.65    0.18
ds136 009  ds137 022      19.37    0.23
ds136 009  ds137 023      18.70    0.26
ds136 009  ds138 024      19.68    0.20
ds136 009  ds138 025      18.49    0.21
ds136 009  ds138 026      19.32    0.20
ds136 009  ds138 027      19.54    0.22
ds136 009  ds138 028      19.73    0.19
ds136 009  ds138 029      19.35    0.16
ds136 009  ds138 030      19.83    0.20
ds136 009  ds138 031      19.71    0.22
ds136 010  ds136 010       0.00   -0.00
ds136 010  ds136 011       7.60    0.08
ds136 010  ds136 012       7.55    0.09
ds136 010  ds136 013       7.52    0.09
ds136 010  ds136 014       7.19    0.08
ds136 010  ds136 015       7.34    0.09
ds136 010  ds137 016      18.68    0.20
ds136 010  ds137 017      19.18    0.22
ds136 010  ds137 018      18.53    0.19
ds136 010  ds137 019      19.42    0.21
ds136 010  ds137 020      19.60    0.87
ds136 010  ds137 021      19.41    0.36
ds136 010  ds137 022      19.21    0.50
ds136 010  ds137 023      19.11    0.23
ds136 010  ds138 024      19.67    0.22
ds136 010  ds138 025      20.17    0.20
ds136 010  ds138 026      18.74    0.19
ds136 010  ds138 027      19.59    0.20
ds136 010  ds138 028      19.68    0.29
ds136 010  ds138 029      20.26    0.35
ds136 010  ds138 030      19.35    0.15
ds136 010  ds138 031      20.26    0.25
ds136 011  ds136 011       0.00   -0.00
ds136 011  ds136 012       7.54    0.09
ds136 011  ds136 013       7.41    0.16
ds136 011  ds136 014       7.50    0.17
ds136 011  ds136 015       7.36    0.15
ds136 011  ds137 016      18.85    0.27
ds136 011  ds137 017      18.63    0.16
ds136 011  ds137 018      19.19    0.39
ds136 011  ds137 019      18.49    0.23
ds136 011  ds137 020      19.04    0.19
ds136 011  ds137 021      18.65    0.18
ds136 011  ds137 022      19.72    0.23
ds136 011  ds137 023      18.74    0.28
ds136 011  ds138 024      19.40    0.20
ds136 011  ds138 025      18.98    0.19
ds136 011  ds138 026      19.90    0.20
ds136 011  ds138 027      18.34    0.15
ds136 011  ds138 028      19.51    0.21
ds136 011  ds138 029      19.30    0.21
ds136 011  ds138 030      19.49    0.21
ds136 011  ds138 031      19.57    0.19
ds136 012  ds136 012       0.00   -0.00
ds136 012  ds136 013       7.83    0.39
ds136 012  ds136 014       7.13    0.09
ds136 012  ds136 015       7.44    0.09
ds136 012  ds137 016      18.48    0.13
ds136 012  ds137 017      19.23    0.25
ds136 012  ds137 018      19.34    0.46
ds136 012  ds137 019      18.82    0.22
ds136 012  ds137 020      18.12    0.27
ds136 012  ds137 021      18.94    0.22
ds136 012  ds137 022      18.32    0.16
ds136 012  ds137 023      19.09    0.18
ds136 012  ds138 024      19.07    0.17
ds136 012  ds138 025      19.74    0.22
ds136 012  ds138 026      19.12    0.20
ds136 012  ds138 027      20.29    0.28
ds136 012  ds138 028      18.61    0.12
ds136 012  ds138 029      19.76    0.33
ds136 012  ds138 030      19.01    0.16
ds136 012  ds138 031      20.04    0.22
ds136 013  ds136 013       0.00   -0.00
ds136 013  ds136 014       7.55    0.09
ds136 013  ds136 015       7.17    0.09
ds136 013  ds137 016      19.17    0.26
ds136 013  ds137 017      18.91    0.13
ds136 013  ds137 018      19.22    0.46
ds136 013  ds137 019      18.68    0.19
ds136 013  ds137 020      19.47    0.31
ds136 013  ds137 021      18.83    0.32
ds136 013  ds137 022      19.47    0.31
ds136 013  ds137 023      18.73    0.18
ds136 013  ds138 024      19.97    0.22
ds136 013  ds138 025      19.28    0.20
ds136 013  ds138 026      19.76    0.24
ds136 013  ds138 027      19.52    0.15
ds136 013  ds138 028      19.47    0.19
ds136 013  ds138 029      18.88    0.18
ds136 013  ds138 030      19.54    0.20
ds136 013  ds138 031      20.29    0.91
ds136 014  ds136 014       0.00   -0.00
ds136 014  ds136 015       7.64    0.13
ds136 014  ds137 016      18.58    0.17
ds136 014  ds137 017      19.56    0.23
ds136 014  ds137 018      37.17   18.17
ds136 014  ds137 019      19.46    0.28
ds136 014  ds137 020      18.71    0.22
ds136 014  ds137 021      18.92    0.28
ds136 014  ds137 022      18.07    0.12
ds136 014  ds137 023      18.83    0.21
ds136 014  ds138 024      19.62    0.40
ds136 014  ds138 025      20.42    0.23
ds136 014  ds138 026      20.49    1.14
ds136 014  ds138 027      19.80    0.22
ds136 014  ds138 028      19.25    0.20
ds136 014  ds138 029      19.90    0.22
ds136 014  ds138 030      18.40    0.15
ds136 014  ds138 031      19.63    0.22
ds136 015  ds136 015       0.00   -0.00
ds136 015  ds137 016      18.77    0.24
ds136 015  ds137 017      18.59    0.14
ds136 015  ds137 018      19.33    0.27
ds136 015  ds137 019      18.62    0.20
ds136 015  ds137 020      19.62    0.63
ds136 015  ds137 021      18.61    0.18
ds136 015  ds137 022      19.22    0.29
ds136 015  ds137 023      19.07    0.68
ds136 015  ds138 024      19.86    0.30
ds136 015  ds138 025      19.07    0.17
ds136 015  ds138 026      20.54    0.92
ds136 015  ds138 027      19.45    0.18
ds136 015  ds138 028      19.73    0.28
ds136 015  ds138 029      19.40    0.17
ds136 015  ds138 030      19.88    0.24
ds136 015  ds138 031      18.32    0.15
ds137 016  ds137 016       0.00   -0.00
ds137 016  ds137 017       7.73    0.09
ds137 016  ds137 018       7.16    0.09
ds137 016  ds137 019       7.50    0.10
ds137 016  ds137 020       7.15    0.09
ds137 016  ds137 021       7.82    0.20
ds137 016  ds137 022       7.22    0.09
ds137 016  ds137 023       7.35    0.09
ds137 016  ds138 024      18.84    0.17
ds137 016  ds138 025      19.67    0.22
ds137 016  ds138 026      18.78    0.15
ds137 016  ds138 027      20.48    0.97
ds137 016  ds138 028      18.84    0.15
ds137 016  ds138 029      19.67    0.26
ds137 016  ds138 030      19.09    0.19
ds137 016  ds138 031      19.62    0.40
ds137 017  ds137 017       0.00   -0.00
ds137 017  ds137 018       7.35    0.09
ds137 017  ds137 019       7.25    0.09
ds137 017  ds137 020       7.54    0.08
ds137 017  ds137 021       6.80    0.09
ds137 017  ds137 022       7.59    0.08
ds137 017  ds137 023       7.65    0.22
ds137 017  ds138 024      18.88    0.16
ds137 017  ds138 025      19.09    0.26
ds137 017  ds138 026      19.62    0.40
ds137 017  ds138 027      19.40    0.54
ds137 017  ds138 028      19.80    0.20
ds137 017  ds138 029      19.30    0.23
ds137 017  ds138 030      19.29    0.19
ds137 017  ds138 031      18.93    0.17
ds137 018  ds137 018       0.00   -0.00
ds137 018  ds137 019       7.42    0.11
ds137 018  ds137 020       7.34    0.09
ds137 018  ds137 021       7.43    0.10
ds137 018  ds137 022       7.10    0.09
ds137 018  ds137 023       7.40    0.09
ds137 018  ds138 024      19.20    0.26
ds137 018  ds138 025      19.56    0.33
ds137 018  ds138 026      18.94    0.26
ds137 018  ds138 027      19.56    0.25
ds137 018  ds138 028      18.90    0.15
ds137 018  ds138 029      19.71    0.26
ds137 018  ds138 030      19.47    0.45
ds137 018  ds138 031      19.75    0.26
ds137 019  ds137 019       0.00   -0.00
ds137 019  ds137 020       7.74    0.12
ds137 019  ds137 021       7.58    0.14
ds137 019  ds137 022       7.59    0.13
ds137 019  ds137 023       7.44    0.10
ds137 019  ds138 024      19.66    0.33
ds137 019  ds138 025      19.21    0.18
ds137 019  ds138 026      20.42    1.21
ds137 019  ds138 027      19.46    0.38
ds137 019  ds138 028      20.00    0.34
ds137 019  ds138 029      18.94    0.18
ds137 019  ds138 030      19.65    0.20
ds137 019  ds138 031      19.01    0.23
ds137 020  ds137 020       0.00   -0.00
ds137 020  ds137 021       7.38    0.09
ds137 020  ds137 022       7.36    0.16
ds137 020  ds137 023       7.57    0.16
ds137 020  ds138 024      19.05    0.14
